index Year TotalTDFDistance Stages Start End "Winner of stage" Leader "Yellow Jersey" "Polka-dot jersey" "Green jersey" "White jersey"
378 1931 5091 9 Pau Luchon "Antonin Magne  (France)" NA "Antonin Magne" NA NA NA
379 1931 5091 10 Luchon Perpignan "Rafaële Di Paco  (Italie)" NA "Antonin Magne" NA NA NA
380 1931 5091 11 Perpignan Montpellier "Rafaële Di Paco  (Italie)" NA "Antonin Magne" NA NA NA
381 1931 5091 12 Montpellier Marseille "Max Bulla  (Inconnue)" NA "Antonin Magne" NA NA NA
382 1931 5091 13 Marseille Cannes "Charles Pelissier  (France)" NA "Antonin Magne" NA NA NA
383 1931 5091 14 Cannes Nice "Eugenio Gestri  (Italie)" NA "Antonin Magne" NA NA NA
384 1931 5091 15 Nice Gap "Jef Demuysere  (Belgique)" NA "Antonin Magne" NA NA NA
385 1931 5091 16 Gap Grenoble "Charles Pelissier  (France)" NA "Antonin Magne" NA NA NA
386 1931 5091 17 Grenoble Aix-les-Bains "Max Bulla  (Inconnue)" NA "Antonin Magne" NA NA NA
387 1931 5091 18 Aix-les-Bains Evian-les-Bains "Jef Demuysere  (Belgique)" NA "Antonin Magne" NA NA NA
388 1931 5091 19 Evian-les-Bains Belfort "Rafaële Di Paco  (Italie)" NA "Antonin Magne" NA NA NA
389 1931 5091 20 Belfort Colmar "André Leducq  (France)" NA "Antonin Magne" NA NA NA
390 1931 5091 21 Colmar Metz "Rafaële Di Paco  (Italie)" NA "Antonin Magne" NA NA NA
391 1931 5091 22 Metz Charleville-Mézières "Rafaële Di Paco  (Italie)" NA "Antonin Magne" NA NA NA
392 1931 5091 23 Charleville-Mézières Malo "Gaston Rebry  (Belgique)" NA "Antonin Magne" NA NA NA
393 1931 5091 24 Malo Paris "Charles Pelissier  (France)" NA "Antonin Magne" NA NA NA
394 1932 4479 1 Paris Caen "Jean Aerts  (Belgique)" NA "Jean Aerts" NA NA NA
395 1932 4479 2 Caen Nantes "Kurt Stoepel  (Allemagne-Autriche)" NA "Kurt Stoepel" NA NA NA
396 1932 4479 3 Nantes Bordeaux "André Leducq  (France)" NA "André Leducq" NA NA NA
397 1932 4479 4 Bordeaux Pau "Georges Ronsse  (Belgique)" NA "André Leducq" NA NA NA
398 1932 4479 5 Pau Luchon "Antonio Pesenti  (Italie)" NA "André Leducq" NA NA NA
399 1932 4479 6 Luchon Perpignan "Frans Bonduel  (Belgique)" NA "André Leducq" NA NA NA
400 1932 4479 7 Perpignan Montpellier "Frans Bonduel  (Belgique)" NA "André Leducq" NA NA NA
401 1932 4479 8 Montpellier Marseille "Michele Orecchia  (Italie)" NA "André Leducq" NA NA NA
402 1932 4479 9 Marseille Cannes "Rafaële Di Paco  (Italie)" NA "André Leducq" NA NA NA
403 1932 4479 10 Cannes Nice "Francesco Camusso  (Italie)" NA "André Leducq" NA NA NA
404 1932 4479 11 Nice Gap "André Leducq  (France)" NA "André Leducq" NA NA NA
405 1932 4479 12 Gap Grenoble "Roger Lapebie  (France)" NA "André Leducq" NA NA NA
406 1932 4479 13 Grenoble Aix-les-Bains "André Leducq  (France)" NA "André Leducq" NA NA NA
407 1932 4479 14 Aix-les-Bains Evian-les-Bains "Rafaële Di Paco  (Italie)" NA "André Leducq" NA NA NA
408 1932 4479 15 Evian-les-Bains Belfort "André Leducq  (France)" NA "André Leducq" NA NA NA
409 1932 4479 16 Belfort Strasbourg "Gérard Loncke  (Belgique)" NA "André Leducq" NA NA NA
410 1932 4479 17 Strasbourg Metz "Rafaële Di Paco  (Italie)" NA "André Leducq" NA NA NA
411 1932 4479 18 Metz Charleville-Mézières "Rafaële Di Paco  (Italie)" NA "André Leducq" NA NA NA
412 1932 4479 19 Charleville-Mézières Malo "Gaston Rebry  (Belgique)" NA "André Leducq" NA NA NA
413 1932 4479 20 Malo Amiens "André Leducq  (France)" NA "André Leducq" NA NA NA
414 1932 4479 21 Amiens Paris "André Leducq  (France)" NA "André Leducq" NA NA NA
415 1933 4395 1 Paris Lille "Maurice Archambaud  (France)" NA "Maurice Archambaud" Nan NA NA
416 1933 4395 2 Lille Charleville-Mézières "Learco Guerra  (Italie)" NA "Maurice Archambaud" Nan NA NA
417 1933 4395 3 Charleville-Mézières Metz "Alfons Schepers  (Belgique)" NA "Maurice Archambaud" Nan NA NA
418 1933 4395 4 Metz Belfort "Jean Aerts  (Belgique)" NA "Maurice Archambaud" Nan NA NA
419 1933 4395 5 Belfort Evian-les-Bains "Léon Louyet  (Touristes-Routiers)" NA "Maurice Archambaud" Nan NA NA
420 1933 4395 6 Evian-les-Bains Aix-les-Bains "Learco Guerra  (Italie)" NA "Maurice Archambaud" Nan NA NA
421 1933 4395 7 Aix-les-Bains Grenoble "Learco Guerra  (Italie)" NA "Maurice Archambaud" Nan NA NA
422 1933 4395 8 Grenoble Gap "Georges Speicher  (France)" NA "Maurice Archambaud" Nan NA NA
423 1933 4395 9 Gap Digne-les-Bains "Georges Speicher  (France)" NA "Georges Lemaire" Nan NA NA
424 1933 4395 10 Digne-les-Bains Nice "Fernand Cornez  (Touristes-Routiers)" NA "Georges Lemaire" Nan NA NA
425 1933 4395 11 Nice Cannes "Maurice Archambaud  (France)" NA "Maurice Archambaud" Nan NA NA
426 1933 4395 12 Cannes Marseille "Georges Speicher  (France)" NA "Georges Speicher" Nan NA NA
427 1933 4395 13 Marseille Montpellier "André Leducq  (France)" NA "Georges Speicher" Nan NA NA
428 1933 4395 14 Montpellier Perpignan "André Leducq  (France)" NA "Charles Pelissier" Nan NA NA
429 1933 4395 15 Perpignan Ax-les-Thermes "Jean Aerts  (Belgique)" NA "Georges Speicher" Nan NA NA
430 1933 4395 16 Ax-les-Thermes Luchon "Léon Louyet  (Touristes-Routiers)" NA "Georges Speicher" Nan NA NA
431 1933 4395 17 Luchon Tarbes "Jean Aerts  (Belgique)" NA "Georges Speicher" Nan NA NA
432 1933 4395 18 Tarbes Pau "Learco Guerra  (Italie)" NA "Georges Speicher" Nan NA NA
433 1933 4395 19 Pau Bordeaux "Jean Aerts  (Belgique)" NA "Georges Speicher" Nan NA NA
434 1933 4395 20 Bordeaux "La Rochelle" "Jean Aerts  (Belgique)" NA "Georges Speicher" Nan NA NA
435 1933 4395 21 "La Rochelle" Rennes "Jean Aerts  (Belgique)" NA "Georges Speicher" Nan NA NA
436 1933 4395 22 Rennes Caen "René Le Greves  (France)" NA "Georges Speicher" Nan NA NA
437 1933 4395 23 Caen Paris "Learco Guerra  (Italie)" NA "Georges Speicher" "Vicente Trueba" NA NA
438 1934 4470 1 Paris Lille "Georges Speicher  (France)" NA "Georges Speicher" Nan NA NA
439 1934 4470 2 Lille Charleville-Mézières "René Le Greves  (France)" NA "Antonin Magne" Nan NA NA
440 1934 4470 3 Charleville-Mézières Metz "Roger Lapebie  (France)" NA "Antonin Magne" Nan NA NA
441 1934 4470 4 Metz Belfort "Roger Lapebie  (France)" NA "Antonin Magne" Nan NA NA
442 1934 4470 5 Belfort Evian-les-Bains "René Le Greves  (France)" NA "Antonin Magne" Nan NA NA
443 1934 4470 5 Belfort Evian-les-Bains "Georges Speicher  (France)" NA "Antonin Magne" Nan NA NA
444 1934 4470 6 Evian-les-Bains Aix-les-Bains "Georges Speicher  (France)" NA "Antonin Magne" Nan NA NA
445 1934 4470 7 Aix-les-Bains Grenoble "René Vietto  (France)" NA "Antonin Magne" Nan NA NA
446 1934 4470 8 Grenoble Gap "Giuseppe Martano  (Italie)" NA "Antonin Magne" Nan NA NA
447 1934 4470 9 Gap Digne-les-Bains "René Vietto  (France)" NA "Antonin Magne" Nan NA NA
448 1934 4470 10 Digne-les-Bains Nice "René Le Greves  (France)" NA "Antonin Magne" Nan NA NA
449 1934 4470 11 Nice Cannes "René Vietto  (France)" NA "Antonin Magne" Nan NA NA
450 1934 4470 12 Cannes Marseille "Roger Lapebie  (France)" NA "Antonin Magne" Nan NA NA
451 1934 4470 13 Marseille Montpellier "Georges Speicher  (France)" NA "Antonin Magne" Nan NA NA
452 1934 4470 14 Montpellier Perpignan "Roger Lapebie  (France)" NA "Antonin Magne" Nan NA NA
453 1934 4470 15 Perpignan Ax-les-Thermes "Roger Lapebie  (France)" NA "Antonin Magne" Nan NA NA
454 1934 4470 16 Ax-les-Thermes Luchon "Adriano Vignoli  (Italie)" NA "Antonin Magne" Nan NA NA
455 1934 4470 17 Luchon Tarbes "Antonin Magne  (France)" NA "Antonin Magne" Nan NA NA
456 1934 4470 18 Tarbes Pau "René Vietto  (France)" NA "Antonin Magne" Nan NA NA
457 1934 4470 19 Pau Bordeaux "Ettore Meini  (Touristes-Routiers)" NA "Antonin Magne" Nan NA NA
458 1934 4470 20 Bordeaux "La Rochelle" "Georges Speicher  (France)" NA "Antonin Magne" Nan NA NA
459 1934 4470 21.1 "La Rochelle" "La Roche-sur-Yon" "René Le Greves  (France)" NA "Antonin Magne" Nan NA NA
460 1934 4470 21.2 "La Roche-sur-Yon" Nantes "Antonin Magne  (France)" NA "Antonin Magne" Nan NA NA
461 1934 4470 22 Nantes Caen "Raymond Louviot  (France)" NA "Antonin Magne" Nan NA NA
462 1934 4470 23 Caen Paris "Sylvère Maes  (Touristes-Routiers)" NA "Antonin Magne" "René Vietto" NA NA
463 1935 4338 1 Paris Lille "Romain Maes  (Belgique)" NA "Romain Maes" Nan NA NA
464 1935 4338 2 Lille Charleville-Mézières "Charles Pelissier  (France)" NA "Romain Maes" Nan NA NA
465 1935 4338 3 Charleville-Mézières Metz "Rafaële Di Paco  (Italie)" NA "Romain Maes" Nan NA NA
466 1935 4338 4 Metz Belfort "Jean Aerts  (Belgique)" NA "Romain Maes" Nan NA NA
467 1935 4338 5.1 Belfort Genève "Maurice Archambaud  (France)" NA "Romain Maes" Nan NA NA
468 1935 4338 5.2 Genève Evian-les-Bains "Rafaële Di Paco  (Italie)" NA "Romain Maes" Nan NA NA
469 1935 4338 6 Evian-les-Bains Aix-les-Bains "René Vietto  (France)" NA "Romain Maes" Nan NA NA
470 1935 4338 7 Aix-les-Bains Grenoble "Francesco Camusso  (Italie)" NA "Romain Maes" Nan NA NA
471 1935 4338 8 Grenoble Gap "Jean Aerts  (Belgique)" NA "Romain Maes" Nan NA NA
472 1935 4338 9 Gap Digne-les-Bains "René Vietto  (France)" NA "Romain Maes" Nan NA NA
473 1935 4338 10 Digne-les-Bains Nice "Jean Aerts  (Belgique)" NA "Romain Maes" Nan NA NA
474 1935 4338 11 Nice Cannes "Romain Maes  (Belgique)" NA "Romain Maes" Nan NA NA
475 1935 4338 12 Cannes Marseille "Charles Pelissier  (France)" NA "Romain Maes" Nan NA NA
476 1935 4338 13.1 Marseille Nîmes "Vasco Bergamaschi  (Italie)" NA "Romain Maes" Nan NA NA
477 1935 4338 13.2 Nîmes Montpellier "Georges Speicher  (France)" NA "Romain Maes" Nan NA NA
478 1935 4338 14.1 Montpellier Narbonne "René Le Greves  (France)" NA "Romain Maes" Nan NA NA
479 1935 4338 14.2 Narbonne Perpignan "Maurice Archambaud  (France)" NA "Romain Maes" Nan NA NA
480 1935 4338 15 Perpignan Luchon "Sylvère Maes  (Belgique)" NA "Romain Maes" Nan NA NA
481 1935 4338 16 Luchon Pau "Ambrogio Morelli  (Italie)" NA "Romain Maes" Nan NA NA
482 1935 4338 17 Pau Bordeaux "Julien Moineau  (France)" NA "Romain Maes" Nan NA NA
483 1935 4338 18.1 Bordeaux Rochefort "René Le Greves  (France)" NA "Romain Maes" Nan NA NA
484 1935 4338 18.2 Rochefort "La Rochelle" "André Leducq  (France)" NA "Romain Maes" Nan NA NA
485 1935 4338 19.1 "La Rochelle" "La Roche-sur-Yon" "René Le Greves  (France)" NA "Romain Maes" Nan NA NA
486 1935 4338 19.2 "La Roche-sur-Yon" Nantes "Jean Aerts  (Belgique)" NA "Romain Maes" Nan NA NA
487 1935 4338 20.1 Nantes Vire "René Le Greves  (France)" NA "Romain Maes" Nan NA NA
488 1935 4338 20.2 Vire Caen "Ambrogio Morelli  (Italie)" NA "Romain Maes" Nan NA NA
489 1935 4338 21 Caen Paris "Romain Maes  (Belgique)" NA "Romain Maes" "Félicien Vervaecke" NA NA
490 1936 4442 1 Paris Lille "Paul Egli  (Suisse)" NA "Paul Egli" Nan NA NA
491 1936 4442 2 Lille Charleville-Mézières "Robert Wierinckx  (Belgique)" NA "Maurice Archambaud" Nan NA NA
492 1936 4442 3 Charleville-Mézières Metz "Mathias Clemens  (Espagne-Luxembourg)" NA "Arsène Mersch" Nan NA NA
493 1936 4442 4 Metz Belfort "Maurice Archambaud  (France)" NA "Maurice Archambaud" Nan NA NA
494 1936 4442 5 Belfort Evian-les-Bains "René Le Greves  (France)" NA "Maurice Archambaud" Nan NA NA
495 1936 4442 6 Evian-les-Bains Aix-les-Bains "Eloi Meulenberg  (Belgique)" NA "Maurice Archambaud" Nan NA NA
496 1936 4442 7 Aix-les-Bains Grenoble "Théo Middelkamp  (Pays-Bas)" NA "Maurice Archambaud" Nan NA NA
497 1936 4442 8 Grenoble Briançon "Fernand Lemay  (Touristes Routiers)" NA "Sylvère Maes" Nan NA NA
498 1936 4442 9 Briançon Digne-les-Bains "Léon Level  (Touristes Routiers)" NA "Sylvère Maes" Nan NA NA
499 1936 4442 10 Digne-les-Bains Nice "Paul Maye  (France)" NA "Sylvère Maes" Nan NA NA
500 1936 4442 11 Nice Cannes "Fédérico Ezquerra  (Espagne-Luxembourg)" NA "Sylvère Maes" Nan NA NA
501 1936 4442 12 Cannes Marseille "René Le Greves  (France)" NA "Sylvère Maes" Nan NA NA
502 1936 4442 13.1 Marseille Nîmes "René Le Greves  (France)" NA "Sylvère Maes" Nan NA NA
503 1936 4442 13.2 Nîmes Montpellier "Sylvère Maes  (Belgique)" NA "Sylvère Maes" Nan NA NA
504 1936 4442 14.1 Montpellier Narbonne "René Le Greves  (France)" NA "Sylvère Maes" Nan NA NA
505 1936 4442 14.2 Narbonne Perpignan "Sylvère Maes  (Belgique)" NA "Sylvère Maes" Nan NA NA
506 1936 4442 15 Perpignan Luchon "Sauveur Ducazeaux  (Touristes Routiers)" NA "Sylvère Maes" Nan NA NA
507 1936 4442 16 Luchon Pau "Sylvère Maes  (Belgique)" NA "Sylvère Maes" Nan NA NA
508 1936 4442 17 Pau Bordeaux "René Le Greves  (France)" NA "Sylvère Maes" Nan NA NA
509 1936 4442 18.1 Bordeaux Saintes "Eloi Meulenberg  (Belgique)" NA "Sylvère Maes" Nan NA NA
510 1936 4442 18.2 Saintes "La Rochelle" "Sylvère Maes  (Belgique)" NA "Sylvère Maes" Nan NA NA
511 1936 4442 19.1 "La Rochelle" "La Roche-sur-Yon" "Marcel Kint  (Belgique)" NA "Sylvère Maes" Nan NA NA
512 1936 4442 19.2 "La Roche-sur-Yon" Cholet "Félicien Vervaecke  (Belgique)" NA "Sylvère Maes" Nan NA NA
513 1936 4442 19.3 Cholet Angers "Paul Maye  (France)" NA "Sylvère Maes" Nan NA NA
514 1936 4442 20.1 Angers Vire "René Le Greves  (France)" NA "Sylvère Maes" Nan NA NA
515 1936 4442 20.2 Vire Caen "Antonin Magne  (France)" NA "Sylvère Maes" Nan NA NA
516 1936 4442 21 Caen Paris "Arsène Mersch  (Espagne-Luxembourg)" NA "Sylvère Maes" "Julian Berrendero" NA NA
517 1937 4415 1 Paris Lille "Jean Majerus  (Luxembourg)" NA "Jean Majerus" Nan NA NA
518 1937 4415 2 Lille Charleville-Mézières "Maurice Archambaud  (France)" NA "Jean Majerus" Nan NA NA
519 1937 4415 3 Charleville-Mézières Metz "Walter Generati  (Italie)" NA "Marcel Kint" Nan NA NA
520 1937 4415 4 Metz Belfort "Erich Bautz  (Allemagne)" NA "Erich Bautz" Nan NA NA
521 1937 4415 5.1 Belfort Lons-le-Saunier "Henri Puppo  (Touristes Routiers)" NA "Erich Bautz" Nan NA NA
522 1937 4415 5.2 Lons-le-Saunier Champagnole "Sylvère Maes  (Belgique)" NA "Erich Bautz" Nan NA NA
523 1937 4415 5.3 Champagnole Genève "Léo Amberg  (Suisse)" NA "Erich Bautz" Nan NA NA
524 1937 4415 6 Genève Aix-les-Bains "Gustaaf Deloor  (Touristes Routiers)" NA "Erich Bautz" Nan NA NA
525 1937 4415 7 Aix-les-Bains Grenoble "Gino Bartali  (Italie)" NA "Gino Bartali" Nan NA NA
526 1937 4415 8 Grenoble Briançon "Otto Weckerling  (Allemagne)" NA "Gino Bartali" Nan NA NA
527 1937 4415 9 Briançon Digne-les-Bains "Roger Lapebie  (France)" NA "Sylvère Maes" Nan NA NA
528 1937 4415 10 Digne-les-Bains Nice "Félicien Vervaecke  (Belgique)" NA "Sylvère Maes" Nan NA NA
529 1937 4415 11.1 Nice Toulon "Eloi Meulenberg  (Belgique)" NA "Sylvère Maes" Nan NA NA
530 1937 4415 11.2 Toulon Marseille "Gustave Danneels  (Belgique)" NA "Sylvère Maes" Nan NA NA
531 1937 4415 12.1 Marseille Nîmes "Alphonse Antoine  (Touristes Routiers)" NA "Sylvère Maes" Nan NA NA
532 1937 4415 12.2 Nîmes Montpellier "René Pedroli  (Suisse)" NA "Sylvère Maes" Nan NA NA
533 1937 4415 13.1 Montpellier Narbonne "Francesco Camusso  (Italie)" NA "Sylvère Maes" Nan NA NA
534 1937 4415 13.2 Narbonne Perpignan "Eloi Meulenberg  (Belgique)" NA "Sylvère Maes" Nan NA NA
535 1937 4415 14.1 Perpignan Bourg-Madame "Eloi Meulenberg  (Belgique)" NA "Sylvère Maes" Nan NA NA
536 1937 4415 14.2 Bourg-Madame Ax-les-Thermes "Mariano Canardo  (Espagne)" NA "Sylvère Maes" Nan NA NA
537 1937 4415 14.3 Ax-les-Thermes Luchon "Eloi Meulenberg  (Belgique)" NA "Sylvère Maes" Nan NA NA
538 1937 4415 15 Luchon Pau "Julian Berrendero  (Espagne)" NA "Sylvère Maes" Nan NA NA
539 1937 4415 16 Pau Bordeaux "Paul Chocque  (France)" NA "Sylvère Maes" Nan NA NA
540 1937 4415 17.1 Bordeaux Royan "Erich Bautz  (Allemagne)" NA "Roger Lapebie" Nan NA NA
541 1937 4415 17.2 Royan Saintes "Adolphe Braeckeveldt  (Touristes Routiers)" NA "Roger Lapebie" Nan NA NA
542 1937 4415 17.2 Royan Saintes "Heinz Wengler  (Allemagne)" NA "Roger Lapebie" Nan NA NA
543 1937 4415 17.3 Saintes "La Rochelle" "Roger Lapebie  (France)" NA "Roger Lapebie" Nan NA NA
544 1937 4415 18.1 "La Rochelle" "La Roche-sur-Yon" "Roger Lapebie  (France)" NA "Roger Lapebie" Nan NA NA
545 1937 4415 18.2 "La Roche-sur-Yon" Rennes "Paul Chocque  (France)" NA "Roger Lapebie" Nan NA NA
546 1937 4415 19.1 Rennes Vire "Raymond Passat  (Touristes Routiers)" NA "Roger Lapebie" Nan NA NA
547 1937 4415 19.2 Vire Caen "Léo Amberg  (Suisse)" NA "Roger Lapebie" Nan NA NA
548 1937 4415 20 Caen Paris "Edward Vissers  (Touristes Routiers)" NA "Roger Lapebie" "Félicien Vervaecke" NA NA
549 1938 4694 1 Paris Caen "Willi Oberbeck  (Allemagne)" NA "Willi Oberbeck" Nan NA NA
550 1938 4694 2 Caen Saint-Brieuc "Jean Majerus  (Luxembourg)" NA "Jean Majerus" Nan NA NA
551 1938 4694 3 Saint-Brieuc Nantes "Gerrit Schulte  (Pays-Bas)" NA "Jean Majerus" Nan NA NA
552 1938 4694 4.1 Nantes "La Roche-sur-Yon" "Eloi Meulenberg  (Belgique)" NA "Jean Majerus" Nan NA NA
553 1938 4694 4.2 "La Roche-sur-Yon" "La Rochelle" "Eloi Meulenberg  (Belgique)" NA "Jean Majerus" Nan NA NA
554 1938 4694 4.3 "La Rochelle" Royan "Félicien Vervaecke  (Belgique)" NA "Jean Majerus" Nan NA NA
555 1938 4694 5 Royan Bordeaux "Eloi Meulenberg  (Belgique)" NA "Jean Majerus" Nan NA NA
556 1938 4694 6.1 Bordeaux Arcachon "Jules Rossi  (Italie)" NA "Jean Majerus" Nan NA NA
557 1938 4694 6.2 Arcachon Bayonne "Glauco Servadei  (Italie)" NA "André Leducq" Nan NA NA
558 1938 4694 7 Bayonne Pau "Théo Middelkamp  (Pays-Bas)" NA "André Leducq" Nan NA NA
559 1938 4694 8 Pau Luchon "Félicien Vervaecke  (Belgique)" NA "Félicien Vervaecke" Nan NA NA
560 1938 4694 9 Luchon Perpignan "Jean Frechaut  (France)" NA "Félicien Vervaecke" Nan NA NA
561 1938 4694 10.1 Perpignan Narbonne "Antoon Van Schendel  (Pays-Bas)" NA "Félicien Vervaecke" Nan NA NA
562 1938 4694 10.2 Narbonne Béziers "Félicien Vervaecke  (Belgique)" NA "Félicien Vervaecke" Nan NA NA
563 1938 4694 10.3 Béziers Montpellier "Antonin Magne  (France)" NA "Félicien Vervaecke" Nan NA NA
564 1938 4694 11 Montpellier Marseille "Gino Bartali  (Italie)" NA "Félicien Vervaecke" Nan NA NA
565 1938 4694 12 Marseille Cannes "Jean Frechaut  (France)" NA "Félicien Vervaecke" Nan NA NA
566 1938 4694 13 Cannes Digne-les-Bains "Dante Gianello  (Bleuets)" NA "Félicien Vervaecke" Nan NA NA
567 1938 4694 14 Digne-les-Bains Briançon "Gino Bartali  (Italie)" NA "Gino Bartali" Nan NA NA
568 1938 4694 15 Briançon Aix-les-Bains "Marcel Kint  (Belgique)" NA "Gino Bartali" Nan NA NA
569 1938 4694 16 Aix-les-Bains Besançon "Marcel Kint  (Belgique)" NA "Gino Bartali" Nan NA NA
570 1938 4694 17.1 Besançon Belfort "Emile ''Junior'' Masson  (Belgique)" NA "Gino Bartali" Nan NA NA
571 1938 4694 17.2 Belfort Strasbourg "Emile ''Junior'' Masson  (Belgique)" NA "Gino Bartali" Nan NA NA
572 1938 4694 18 Strasbourg Metz "Marcel Kint  (Belgique)" NA "Gino Bartali" Nan NA NA
573 1938 4694 19 Metz Reims "Fabien Galateau  (Cadets)" NA "Gino Bartali" Nan NA NA
574 1938 4694 20.1 Reims Laon "Glauco Servadei  (Italie)" NA "Gino Bartali" Nan NA NA
575 1938 4694 20.2 Laon St-Quentin "Félicien Vervaecke  (Belgique)" NA "Gino Bartali" "Gino Bartali" NA NA
576 1938 4694 20.3 St-Quentin Lille "François Neuville  (Belgique)" NA "Gino Bartali" "Gino Bartali" NA NA
577 1938 4694 21 Lille Paris "Antonin Magne  (France)" NA "Gino Bartali" Nan NA NA
578 1938 4694 21 Lille Paris "André Leducq  (Cadets)" NA "Gino Bartali" Nan NA NA
579 1939 4224 1 Paris Caen "Amédée Fournier  (Nord Est-Ile De France)" NA "Amédée Fournier" Nan NA NA
580 1939 4224 2.1 Caen Vire "Romain Maes  (Belgique)" NA "Romain Maes" Nan NA NA
581 1939 4224 2.2 Vire Rennes "Eloi Tassin  (Ouest)" NA "Jean Fontenay" Nan NA NA
582 1939 4224 3 Rennes Brest "Pierre-Marie Cloarec  (Ouest)" NA "Jean Fontenay" Nan NA NA
583 1939 4224 4 Brest Lorient "Raymond Louviot  (France)" NA "René Vietto" Nan NA NA
584 1939 4224 5 Lorient Nantes "Amédée Fournier  (Nord Est-Ile De France)" NA "René Vietto" Nan NA NA
585 1939 4224 6.1 Nantes "La Rochelle" "Lucien Storme  (Belgique)" NA "René Vietto" Nan NA NA
586 1939 4224 6.2 "La Rochelle" Royan "Edmond Pages  (Sud-Ouest)" NA "René Vietto" Nan NA NA
587 1939 4224 7 Royan Bordeaux "Raymond Passat  (Sud-Ouest)" NA "René Vietto" Nan NA NA
588 1939 4224 8.1 Bordeaux Salies-de-Béarn "Marcel Kint  (Belgique)" NA "René Vietto" Nan NA NA
589 1939 4224 8.2 Salies-de-Béarn Pau "Karl Litschi  (Suisse)" NA "René Vietto" Nan NA NA
590 1939 4224 9 Pau Toulouse "Edward Vissers  (Belgique)" NA "René Vietto" Nan NA NA
591 1939 4224 10.1 Toulouse Narbonne "Pierre Jaminet  (France)" NA "René Vietto" Nan NA NA
592 1939 4224 10.2 Narbonne Béziers "Maurice Archambaud  (Nord Est-Ile De France)" NA "René Vietto" Nan NA NA
593 1939 4224 10.3 Béziers Montpellier "Maurice Archambaud  (Nord Est-Ile De France)" NA "René Vietto" Nan NA NA
594 1939 4224 11 Montpellier Marseille "Fabien Galateau  (Sud-Est)" NA "René Vietto" Nan NA NA
595 1939 4224 12.1 Marseille Saint-Raphaël "François Neuens  (Luxembourg)" NA "René Vietto" Nan NA NA
596 1939 4224 12.2 Saint-Raphaël Monaco "Maurice Archambaud  (Nord Est-Ile De France)" NA "René Vietto" Nan NA NA
597 1939 4224 13 Monaco Monaco "Pierre Gallien  (Nord Est-Ile De France)" NA "René Vietto" Nan NA NA
598 1939 4224 14 Monaco Digne-les-Bains "Pierre-Marie Cloarec  (Ouest)" NA "René Vietto" Nan NA NA
599 1939 4224 15 Digne-les-Bains Briançon "Sylvère Maes  (Belgique)" NA "Sylvère Maes" Nan NA NA
600 1939 4224 16.1 Briançon Bonneval-sur-Arc "Pierre Jaminet  (France)" NA "Sylvère Maes" Nan NA NA
601 1939 4224 16.2 Bonneval-sur-Arc "Bourg Saint Maurice" "Sylvère Maes  (Belgique)" NA "Sylvère Maes" Nan NA NA
602 1939 4224 16.3 "Bourg Saint Maurice" Annecy "Antoon Van Schendel  (Pays-Bas)" NA "Sylvère Maes" Nan NA NA
603 1939 4224 17.1 Annecy Dole "François Neuens  (Luxembourg)" NA "Sylvère Maes" Nan NA NA
604 1939 4224 17.2 Dole Dijon "Maurice Archambaud  (Nord Est-Ile De France)" NA "Sylvère Maes" Nan NA NA
605 1939 4224 18.1 Dijon Troyes "René Le Greves  (Ouest)" NA "Sylvère Maes" Nan NA NA
606 1939 4224 18.2 Troyes Paris "Marcel Kint  (Belgique)" NA "Sylvère Maes" "Sylvère Maes" NA NA
607 1947 4642 1 Paris Lille "Ferdi Kubler  (Suisse/Luxembourg)" NA "Ferdi Kubler" Nan NA NA
608 1947 4642 2 Lille Bruxelles "René Vietto  (France)" NA "René Vietto" Nan NA NA
609 1947 4642 3 Bruxelles Luxembourg "Aldo Ronconi  (Italie)" NA "René Vietto" Nan NA NA
610 1947 4642 4 Luxembourg Strasbourg "Jean Robic  (Ouest)" NA "René Vietto" Nan NA NA
611 1947 4642 5 Strasbourg Besançon "Ferdi Kubler  (Suisse/Luxembourg)" NA "René Vietto" Nan NA NA
612 1947 4642 6 Besançon Lyon "Lucien Teisseire  (France)" NA "René Vietto" Nan NA NA
613 1947 4642 7 Lyon Grenoble "Jean Robic  (Ouest)" NA "Aldo Ronconi" Nan NA NA
614 1947 4642 8 Grenoble Briançon "Fermo Camellini  (Pays-Bas/Etrangers De France)" NA "Aldo Ronconi" Nan NA NA
615 1947 4642 9 Briançon Digne-les-Bains "René Vietto  (France)" NA "René Vietto" Nan NA NA
616 1947 4642 10 Digne-les-Bains Nice "Fermo Camellini  (Pays-Bas/Etrangers De France)" NA "René Vietto" Nan NA NA
617 1947 4642 11 Nice Marseille "Edouard Fachleitner  (France)" NA "René Vietto" Nan NA NA
618 1947 4642 12 Marseille Montpellier "Henri Massal  (France)" NA "René Vietto" Nan NA NA
619 1947 4642 13 Montpellier Carcassonne "Lucien Teisseire  (France)" NA "René Vietto" Nan NA NA
620 1947 4642 14 Carcassonne Luchon "Albert Bourlon  (Centre-Sud Ouest)" NA "René Vietto" Nan NA NA
621 1947 4642 15 Luchon Pau "Jean Robic  (Ouest)" NA "René Vietto" Nan NA NA
